[2024-03-27T04:12:17.769+0000][0.005s][1][125][debug] Minimum heap 8254390272  Initial heap 8254390272  Maximum heap 8254390272
[2024-03-27T04:12:17.769+0000][0.005s][1][125][info ] Using G1
[2024-03-27T04:12:17.769+0000][0.005s][1][125][trace] Trying to allocate at address 0x0000000614000000 heap of size 0x1ec000000
[2024-03-27T04:12:17.769+0000][0.005s][1][125][debug] Heap address: 0x0000000614000000, size: 7872 MB, Compressed Oops mode: Zero based, Oop shift amount: 3
[2024-03-27T04:12:17.772+0000][0.009s][1][125][debug] Expand the heap. requested expansion amount: 8254390272B expansion amount: 8254390272B
[2024-03-27T04:12:17.772+0000][0.009s][1][125][debug] Running G1 PreTouch with 10 workers for 1968 work units pre-touching 8254390272B.
[2024-03-27T04:12:18.136+0000][0.372s][1][125][debug] Running G1 PreTouch with 10 workers for 31 work units pre-touching 128974848B.
[2024-03-27T04:12:18.141+0000][0.378s][1][125][debug] Running G1 PreTouch with 10 workers for 31 work units pre-touching 128974848B.
[2024-03-27T04:12:18.147+0000][0.384s][1][125][debug] Running G1 PreTouch with 4 workers for 4 work units pre-touching 16121856B.
[2024-03-27T04:12:18.149+0000][0.385s][1][125][debug] Running G1 PreTouch with 4 workers for 4 work units pre-touching 16121856B.
[2024-03-27T04:12:18.152+0000][0.388s][1][125][debug] Running G1 PreTouch with 4 workers for 4 work units pre-touching 16121856B.
[2024-03-27T04:12:18.156+0000][0.392s][1][125][debug] Activate regions [0, 492)
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 679: was 0x00000007fef12d78
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored java.util.concurrent.ConcurrentHashMap$Node archived mirror 0x00000007fef12d78
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 682: was 0x00000007fef12e70
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored [Ljava.util.concurrent.ConcurrentHashMap$Node; archived mirror 0x00000007fef12e70
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 701: was 0x00000007fef13770
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored java.util.concurrent.locks.LockSupport archived mirror 0x00000007fef13770
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 702: was 0x00000007fef137f8
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 684: was 0x00000007fef12f50
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored java.util.concurrent.ConcurrentHashMap$ReservationNode archived mirror 0x00000007fef12f50
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 435: was 0x00000007fef0c298
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored java.security.PrivilegedAction archived mirror 0x00000007fef0c298
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 358: was 0x00000007fef0a240
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored jdk.internal.reflect.ReflectionFactory$GetReflectionFactoryAction archived mirror 0x00000007fef0a240
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 336: was 0x00000007fef099d0
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored jdk.internal.reflect.ReflectionFactory archived mirror 0x00000007fef099d0
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 337: was 0x00000007fef09a50
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 474: was 0x00000007fef0d208
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored java.lang.ref.Reference$ReferenceHandler archived mirror 0x00000007fef0d208
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 473: was 0x00000007fef0d190
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored jdk.internal.ref.Cleaner archived mirror 0x00000007fef0d190
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 471: was 0x00000007fef0d0f8
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored java.lang.ref.ReferenceQueue archived mirror 0x00000007fef0d0f8
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 472: was 0x00000007fef0d178
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 846: was 0x00000007fef17148
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored java.lang.ref.ReferenceQueue$Null archived mirror 0x00000007fef17148
[2024-03-27T04:12:18.174+0000][0.411s][1][125][debug] Clearing root 845: was 0x00000007fef170d8
[2024-03-27T04:12:18.174+0000][0.411s][1][125][trace] Restored java.lang.ref.ReferenceQueue$Lock archived mirror 0x00000007fef170d8
[2024-03-27T04:12:18.175+0000][0.411s][1][125][debug] Clearing root 828: was 0x00000007fef16a90
[2024-03-27T04:12:18.175+0000][0.411s][1][125][trace] Restored jdk.internal.access.JavaLangRefAccess archived mirror 0x00000007fef16a90
[2024-03-27T04:12:18.175+0000][0.411s][1][125][debug] Clearing root 475: was 0x00000007fef0d278
[2024-03-27T04:12:18.175+0000][0.411s][1][125][trace] Restored java.lang.ref.Reference$1 archived mirror 0x00000007fef0d278
[2024-03-27T04:12:18.175+0000][0.411s][1][125][debug] Clearing root 477: was 0x00000007fef0d358
[2024-03-27T04:12:18.175+0000][0.411s][1][125][trace] Restored java.lang.ref.Finalizer$FinalizerThread archived mirror 0x00000007fef0d358
[2024-03-27T04:12:18.175+0000][0.412s][1][125][debug] Clearing root 478: was 0x00000007fef0d3c8
[2024-03-27T04:12:18.176+0000][0.412s][1][125][debug] Clearing root 476: was 0x00000007fef0d2e8
[2024-03-27T04:12:18.176+0000][0.412s][1][125][trace] Restored jdk.internal.access.JavaLangAccess archived mirror 0x00000007fef0d2e8
[2024-03-27T04:12:18.176+0000][0.412s][1][125][debug] Clearing root 434: was 0x00000007fef0c228
[2024-03-27T04:12:18.176+0000][0.412s][1][125][trace] Restored java.lang.System$2 archived mirror 0x00000007fef0c228
[2024-03-27T04:12:18.176+0000][0.412s][1][125][debug] Clearing root 409: was 0x00000007fef0b6f8
[2024-03-27T04:12:18.176+0000][0.412s][1][125][trace] Restored jdk.internal.util.SystemProps archived mirror 0x00000007fef0b6f8
[2024-03-27T04:12:18.176+0000][0.412s][1][125][debug] Clearing root 410: was 0x00000007fef0b770
[2024-03-27T04:12:18.176+0000][0.412s][1][125][debug] Clearing root 849: was 0x00000007fef17298
[2024-03-27T04:12:18.176+0000][0.412s][1][125][trace] Restored jdk.internal.util.SystemProps$Raw archived mirror 0x00000007fef17298
[2024-03-27T04:12:18.176+0000][0.412s][1][125][debug] Clearing root 850: was 0x00000007fef173a8
[2024-03-27T04:12:18.176+0000][0.412s][1][142][debug] Clearing root 397: was 0x00000007fef0b210
[2024-03-27T04:12:18.176+0000][0.412s][1][142][trace] Restored jdk.internal.misc.VM archived mirror 0x00000007fef0b210
[2024-03-27T04:12:18.176+0000][0.412s][1][142][debug] Clearing root 398: was 0x00000007fef0b2d8
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 270: was 0x00000007fef075a0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored java.nio.charset.Charset archived mirror 0x00000007fef075a0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 271: was 0x00000007fef07628
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 851: was 0x00000007fef173c0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored java.nio.charset.spi.CharsetProvider archived mirror 0x00000007fef173c0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 852: was 0x00000007fef17430
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 855: was 0x00000007fef174f0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.nio.cs.StandardCharsets archived mirror 0x00000007fef174f0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 856: was 0x00000007fef17570
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 479: was 0x00000007fef0d3e0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored java.lang.ThreadLocal archived mirror 0x00000007fef0d3e0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 624: was 0x00000007fef116b0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored java.util.concurrent.atomic.AtomicInteger archived mirror 0x00000007fef116b0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 625: was 0x00000007fef11738
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 120: was 0x00000007fef033e8
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored java.util.Arrays archived mirror 0x00000007fef033e8
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 121: was 0x00000007fef03468
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 878: was 0x00000007fef18920
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.util.PreHashedMap archived mirror 0x00000007fef18920
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 857: was 0x00000007fef17af8
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.nio.cs.StandardCharsets$Aliases archived mirror 0x00000007fef17af8
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 858: was 0x00000007fef17b78
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 859: was 0x00000007fef18188
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.nio.cs.StandardCharsets$Cache archived mirror 0x00000007fef18188
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 860: was 0x00000007fef18208
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 887: was 0x00000007fef18c58
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.nio.cs.HistoricallyNamedCharset archived mirror 0x00000007fef18c58
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 879: was 0x00000007fef18990
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.nio.cs.Unicode archived mirror 0x00000007fef18990
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 880: was 0x00000007fef18a00
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 264: was 0x00000007fef073f0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.nio.cs.UTF_8 archived mirror 0x00000007fef073f0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 265: was 0x00000007fef07468
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 266: was 0x00000007fef07480
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.nio.cs.ISO_8859_1 archived mirror 0x00000007fef07480
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 267: was 0x00000007fef074f8
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 268: was 0x00000007fef07510
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.nio.cs.US_ASCII archived mirror 0x00000007fef07510
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 269: was 0x00000007fef07588
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 861: was 0x00000007fef18318
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored java.nio.charset.StandardCharsets archived mirror 0x00000007fef18318
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 862: was 0x00000007fef183a0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 883: was 0x00000007fef18b48
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.nio.cs.UTF_16BE archived mirror 0x00000007fef18b48
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 884: was 0x00000007fef18bb8
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 885: was 0x00000007fef18bd0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.nio.cs.UTF_16LE archived mirror 0x00000007fef18bd0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 886: was 0x00000007fef18c40
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 881: was 0x00000007fef18ac0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored sun.nio.cs.UTF_16 archived mirror 0x00000007fef18ac0
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 882: was 0x00000007fef18b30
[2024-03-27T04:12:18.176+0000][0.413s][1][125][debug] Clearing root 179: was 0x00000007fef04ce8
[2024-03-27T04:12:18.176+0000][0.413s][1][125][trace] Restored java.lang.StringCoding archived mirror 0x00000007fef04ce8
[2024-03-27T04:12:18.177+0000][0.413s][1][125][debug] Clearing root 286: was 0x00000007fef07bd8
[2024-03-27T04:12:18.177+0000][0.413s][1][125][trace] Restored java.lang.StringConcatHelper archived mirror 0x00000007fef07bd8
[2024-03-27T04:12:18.177+0000][0.413s][1][125][debug] Clearing root 287: was 0x00000007fef07c60
[2024-03-27T04:12:18.177+0000][0.413s][1][125][debug] Clearing root 148: was 0x00000007fef03ea8
[2024-03-27T04:12:18.177+0000][0.413s][1][125][trace] Restored java.lang.VersionProps archived mirror 0x00000007fef03ea8
[2024-03-27T04:12:18.177+0000][0.413s][1][125][debug] Clearing root 149: was 0x00000007fef03f60
[2024-03-27T04:12:18.177+0000][0.413s][1][125][debug] Clearing root 734: was 0x00000007fef142e8
[2024-03-27T04:12:18.177+0000][0.413s][1][125][trace] Restored java.lang.CharacterData archived mirror 0x00000007fef142e8
[2024-03-27T04:12:18.177+0000][0.413s][1][125][debug] Clearing root 46: was 0x00000007fef015f8
[2024-03-27T04:12:18.177+0000][0.413s][1][125][trace] Restored java.lang.CharacterDataLatin1 archived mirror 0x00000007fef015f8
[2024-03-27T04:12:18.177+0000][0.413s][1][125][debug] Clearing root 0: was 0x00000007ff06ff88
[2024-03-27T04:12:18.177+0000][0.413s][1][125][debug]   0x0000742bae035e00 init field @ 116 = 0x00000007ff06ff88
[2024-03-27T04:12:18.177+0000][0.413s][1][125][info ] initialize_from_archived_subgraph java.lang.Integer$IntegerCache 0x0000742bae035e00 (early)
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 816: was 0x00000007fef16598
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.util.HashMap$EntrySet archived mirror 0x00000007fef16598
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 823: was 0x00000007fef168a8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.util.HashMap$HashIterator archived mirror 0x00000007fef168a8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 820: was 0x00000007fef16758
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.util.HashMap$EntryIterator archived mirror 0x00000007fef16758
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 399: was 0x00000007fef0b308
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored jdk.internal.util.StaticProperty archived mirror 0x00000007fef0b308
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 400: was 0x00000007fef0b3a0
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 116: was 0x00000007fef03270
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.FileInputStream archived mirror 0x00000007fef03270
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 117: was 0x00000007fef032e8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 422: was 0x00000007fef0bc08
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.FileDescriptor archived mirror 0x00000007fef0bc08
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 423: was 0x00000007fef0bc88
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 778: was 0x00000007fef155d0
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored jdk.internal.access.JavaIOFileDescriptorAccess archived mirror 0x00000007fef155d0
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 897: was 0x00000007fef18fe8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.FileDescriptor$1 archived mirror 0x00000007fef18fe8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 898: was 0x00000007fef19058
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.Flushable archived mirror 0x00000007fef19058
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 113: was 0x00000007fef03100
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.OutputStream archived mirror 0x00000007fef03100
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 424: was 0x00000007fef0bca0
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.FileOutputStream archived mirror 0x00000007fef0bca0
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 425: was 0x00000007fef0bd18
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 899: was 0x00000007fef190c8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.FilterInputStream archived mirror 0x00000007fef190c8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 426: was 0x00000007fef0bd30
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.BufferedInputStream archived mirror 0x00000007fef0bd30
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 427: was 0x00000007fef0bdb8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 900: was 0x00000007fef19138
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.FilterOutputStream archived mirror 0x00000007fef19138
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 406: was 0x00000007fef0b5e8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.PrintStream archived mirror 0x00000007fef0b5e8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 407: was 0x00000007fef0b658
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 420: was 0x00000007fef0bb80
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.BufferedOutputStream archived mirror 0x00000007fef0bb80
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 421: was 0x00000007fef0bbf0
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 503: was 0x00000007fef0de80
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.Writer archived mirror 0x00000007fef0de80
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 504: was 0x00000007fef0def8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 493: was 0x00000007fef0da08
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.io.OutputStreamWriter archived mirror 0x00000007fef0da08
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 494: was 0x00000007fef0da78
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 459: was 0x00000007fef0cbe8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored sun.security.action.GetPropertyAction archived mirror 0x00000007fef0cbe8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 903: was 0x00000007fef19268
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored sun.nio.cs.StreamEncoder archived mirror 0x00000007fef19268
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 904: was 0x00000007fef192e0
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 274: was 0x00000007fef076f8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.nio.charset.CharsetEncoder archived mirror 0x00000007fef076f8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 275: was 0x00000007fef07780
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 888: was 0x00000007fef18cc8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored sun.nio.cs.US_ASCII$Encoder archived mirror 0x00000007fef18cc8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 272: was 0x00000007fef07658
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.nio.charset.CodingErrorAction archived mirror 0x00000007fef07658
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 273: was 0x00000007fef076d8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 905: was 0x00000007fef192f8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored sun.nio.cs.Surrogate$Parser archived mirror 0x00000007fef192f8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 906: was 0x00000007fef19370
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored sun.nio.cs.Surrogate archived mirror 0x00000007fef19370
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 280: was 0x00000007fef07920
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.nio.charset.CoderResult archived mirror 0x00000007fef07920
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 281: was 0x00000007fef079c0
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 907: was 0x00000007fef193f8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored [Ljava.nio.charset.CoderResult; archived mirror 0x00000007fef193f8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 276: was 0x00000007fef077c8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored java.nio.ByteBuffer archived mirror 0x00000007fef077c8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 277: was 0x00000007fef07848
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 188: was 0x00000007fef051d8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][trace] Restored jdk.internal.misc.ScopedMemoryAccess archived mirror 0x00000007fef051d8
[2024-03-27T04:12:18.177+0000][0.414s][1][125][debug] Clearing root 189: was 0x00000007fef05250
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 777: was 0x00000007fef15560
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored jdk.internal.access.JavaNioAccess archived mirror 0x00000007fef15560
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 726: was 0x00000007fef14038
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored java.nio.Buffer$1 archived mirror 0x00000007fef14038
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 727: was 0x00000007fef140a8
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 910: was 0x00000007fef19500
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored java.nio.HeapByteBuffer archived mirror 0x00000007fef19500
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 788: was 0x00000007fef15a38
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored java.nio.ByteOrder archived mirror 0x00000007fef15a38
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 789: was 0x00000007fef15ab8
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 491: was 0x00000007fef0d978
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored java.io.BufferedWriter archived mirror 0x00000007fef0d978
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 492: was 0x00000007fef0d9f0
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 428: was 0x00000007fef0bdd8
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored java.lang.Terminator archived mirror 0x00000007fef0bdd8
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 429: was 0x00000007fef0be50
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 919: was 0x00000007fef19878
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored jdk.internal.misc.Signal$Handler archived mirror 0x00000007fef19878
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 918: was 0x00000007fef19808
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored java.lang.Terminator$1 archived mirror 0x00000007fef19808
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 130: was 0x00000007fef03770
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored jdk.internal.misc.Signal archived mirror 0x00000007fef03770
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 131: was 0x00000007fef037e8
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 507: was 0x00000007fef0dff8
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored java.util.Hashtable$Entry archived mirror 0x00000007fef0dff8
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 508: was 0x00000007fef0e068
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 509: was 0x00000007fef0e080
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored [Ljava.util.Hashtable$Entry; archived mirror 0x00000007fef0e080
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 920: was 0x00000007fef198f0
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored jdk.internal.misc.Signal$NativeHandler archived mirror 0x00000007fef198f0
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 921: was 0x00000007fef19960
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 864: was 0x00000007fef18428
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored jdk.internal.misc.OSEnvironment archived mirror 0x00000007fef18428
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 395: was 0x00000007fef0b158
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored java.util.Collections archived mirror 0x00000007fef0b158
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 396: was 0x00000007fef0b1f8
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 942: was 0x00000007fef1a1f8
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored java.util.Collections$EmptySet archived mirror 0x00000007fef1a1f8
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 943: was 0x00000007fef1a270
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored java.util.Collections$EmptyList archived mirror 0x00000007fef1a270
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 944: was 0x00000007fef1a2e8
[2024-03-27T04:12:18.178+0000][0.414s][1][125][debug] Clearing root 945: was 0x00000007fef1a300
[2024-03-27T04:12:18.178+0000][0.414s][1][125][trace] Restored java.util.Collections$EmptyMap archived mirror 0x00000007fef1a300
